OurIMPL 9	852	384	579	1388	2384	5346	11510	23171	50006	86427	159212	368247	876793	2058017	4669118	11296760	28639256	90237104	299992714	1162714620
JavaIMPL 9	443	179	235	803	1368	2864	8210	14937	35604	74876	169949	372293	794858	1853567	4344018	9974141	22487880	56949325	148535737	359339990


Starting RemoveRandom Benchmark Concurrent 2
OurIMPL 0	415	846	17985	31930	24326	49014	68313	144648	244779	371273	799189	1156860	1774807	3474992	7862830	16019646	28335060	74683081	199257239	530266451
JavaIMPL 0	578	27328	22649	33904	23390	34740	90393	189798	378476	703661	2274369	1964423	3603948	8122117	4615675	10114988	21635504	52480129	144096575	329924487
OurIMPL 1	192	10282	663	1460	2872	7322	10106	31339	67706	130232	276301	571739	1200884	2505044	5330270	11993700	28669757	75705515	203646956	688888077
JavaIMPL 1	168	710	355	714	3180	3561	9702	21970	51291	94319	217684	449060	782256	1860681	4268570	9849633	22077642	49971320	129894575	333486159
OurIMPL 2	229	533	509	930	2058	5834	16843	28825	69688	125841	264563	572377	1174249	2397740	5168806	11991537	28345705	73715003	199826240	697647292
JavaIMPL 2	177	612	410	681	1321	2756	5164	21440	39629	93535	197468	445452	872975	1958852	4387925	9660553	21813187	48523907	126137140	326935986
OurIMPL 3	244	685	743	1430	2534	5631	14443	33099	57985	129123	268884	537056	1127851	2407433	5218339	14222991	28948760	73691954	204832671	676346130
JavaIMPL 3	165	557	382	423	1284	2461	3855	21786	42317	95974	217030	414431	912979	1883007	4307738	9623474	21466201	48932665	125227789	322345776
OurIMPL 4	215	660	699	1138	2498	4490	13231	31291	63169	125198	257186	535212	1142545	2354837	5104700	11345419	28087416	64948595	205289108	725799058
JavaIMPL 4	183	614	482	727	1163	2975	8411	19641	46856	91954	198659	449107	900876	1917705	4270493	9624336	22555549	50225776	128417831	324583900
OurIMPL 5	150	627	634	1366	1815	3782	17149	23745	67529	130474	278652	560921	1181319	2492043	5303635	11718868	29059730	75333736	209880193	695930296
JavaIMPL 5	256	615	232	559	1135	2584	6922	19151	47210	96746	225781	454363	915431	1931576	4449887	9681734	22140987	48969495	126887122	323304497
OurIMPL 6	203	570	521	1370	2202	4700	9752	19720	41347	87432	244444	534628	1163572	2414745	5047851	11506858	28801506	74602595	194877449	690143991
JavaIMPL 6	179	812	420	628	1152	2075	7205	13341	44894	91821	212851	445540	951812	1973011	4445456	9810685	21974703	49536643	125944561	325927788
OurIMPL 7	142	623	765	858	1699	7741	9065	45173	63933	129394	270802	561310	1173297	2455975	5258280	11830913	28824857	72944699	194500720	697479862
JavaIMPL 7	789	698	263	403	1465	5235	8048	18058	41589	99134	207765	440068	921059	1955429	4279886	9605467	22057987	48474329	125919498	325355795
OurIMPL 8	170	683	519	862	2502	5511	17760	32278	67593	128927	272656	580372	1192202	2468392	5381537	11813322	28929950	73762628	197657617	684577247
JavaIMPL 8	190	661	174	552	1668	3460	7757	19586	44558	100532	204309	438837	912675	1961980	4294072	9510075	21649582	47622281	126901213	327976596
OurIMPL 9	248	685	692	1147	2225	4802	8106	19792	46334	127483	264542	541329	1147819	2416728	4953660	11729232	25680385	74832398	200280811	697304536
JavaIMPL 9	193	778	290	357	1642	4313	8482	20117	50301	109065	214527	445475	912577	1978698	4444049	9746987	22081452	51337070	128684206	319260861


Starting RemoveRandom Benchmark Concurrent 4
OurIMPL 0	258	215	1228	1424	3092	6407	15189	74957	65556	128751	204841	492262	1009748	2164433	4666521	10998355	23949582	60015541	152060662	405550045
JavaIMPL 0	337	80	1950	1052	1111	2753	10587	10257	33691	129671	284154	547241	1039780	2082564	4545848	9880701	28448064	48850046	116256031	308865508
OurIMPL 1	381	107	1122	2314	3726	95252	1156161	121081	190763	283577	567279	1121572	2175835	4416465	9042521	19020113	24516429	69950433	156016167	388016514
JavaIMPL 1	434	151	1033	642	1172	3160	7332	18229	37521	107692	270645	509923	899611	2095406	4416110	9692664	21186150	47344242	110067033	279040825
OurIMPL 2	397	86	1131	1292	2663	10161	10210	23620	64445	143523	266012	564932	1074136	2218814	4786942	10292201	23433920	60611246	152441682	335316877
JavaIMPL 2	274	115	968	708	1009	3362	8122	13307	31896	89364	238300	527527	1074509	2043199	4435838	9690156	21357152	46220567	107474170	280826155
OurIMPL 3	332	98	1225	1257	3074	6552	13775	37304	69600	148309	279410	575344	1204528	2572055	5317873	11675907	27039081	66398770	166133229	375374263
JavaIMPL 3	246	95	1155	632	2884	3378	8181	12984	37082	108439	228295	540546	1093704	2021391	4306884	9850820	21198271	46442580	107659659	282222789
OurIMPL 4	370	98	1256	1276	3019	8390	15852	18631	45653	108809	264594	539919	1073734	2347915	4752784	10424076	23441443	59717920	146702053	404353799
JavaIMPL 4	303	122	889	697	1524	5137	10839	13487	29158	98071	208985	500836	1087457	2102235	4303980	9675937	21086085	47336939	108278655	288040274
OurIMPL 5	259	80	1126	1527	2372	7734	8551	23318	60471	128390	258067	494092	1126155	2290032	4924764	10580160	24274640	63251807	151000642	452224966
JavaIMPL 5	368	121	1008	650	1263	2896	9994	12949	26242	85038	267030	568411	1101243	2162100	4670522	10058322	21913712	48421898	116906868	305217327
OurIMPL 6	313	114	1105	1157	3388	6960	19314	35030	65080	135355	270038	547515	1101880	2255181	4819550	10349492	24100691	59978495	150517461	433753872
JavaIMPL 6	354	85	1025	585	1302	3749	8750	14140	57085	134087	235254	519322	1080445	2473585	5128252	11057322	24423157	54800702	122637603	312062282
OurIMPL 7	385	102	1220	1302	2246	5426	13267	24982	70137	139450	250114	515809	1057076	2233319	4709135	10375218	23304490	59104378	150339968	442178032
JavaIMPL 7	361	149	1147	2024	2138	3746	5462	13400	33800	94659	284147	351219	714838	1432776	3348854	10131081	22321136	47835186	112949544	287504938
OurIMPL 8	336	94	1284	1316	3323	4324	23646	35894	57319	151097	266471	523380	1168339	2329314	5089403	10693116	25061008	60955525	153969049	398244538
JavaIMPL 8	283	79	826	667	1266	3726	7647	47677	58993	100908	251351	526865	1145697	2158450	4646345	9989828	21772389	48609528	112604689	284929442
OurIMPL 9	137	114	1192	1425	3223	6134	17086	31750	61118	156166	267299	542164	1110582	2291784	4886689	10794717	22924494	60762975	150507564	407601921
JavaIMPL 9	306	128	897	641	1513	3958	13755	14573	31979	119053	145160	308966	1009371	1858823	3855029	9016412	22532311	48852786	115065403	314620165


Starting RemoveRandom Benchmark Concurrent 8
OurIMPL 0	315	275	314	2305	2981	8964	23475	75111	140964	209955	370604	776041	1280685	2667852	10945308	20973590	40821784	62062177	124326261	369051286
JavaIMPL 0	790	186	180	1389	3462	6222	15381	19648	52207	174907	288306	763829	1400953	2259298	5749161	11441871	25116489	54635436	123233266	307687334
OurIMPL 1	443	226	244	2254	14140	7508	17545	69814	81208	241096	319875	625982	1346307	2569918	5273774	12114080	26653431	62928797	152769879	382946333
JavaIMPL 1	631	182	184	1700	2616	4431	15444	27425	37041	78658	349102	458161	1416730	2943383	5810720	11371159	24772110	54323849	122884814	243069705
OurIMPL 2	475	201	191	1920	3695	6071	13573	52791	58494	178201	320604	700028	1359178	2682259	5605204	11901898	26117149	62545269	152974150	373928001
JavaIMPL 2	422	215	171	1888	2356	4672	17330	23548	36665	125860	287432	668282	1290672	1754842	3157089	11864568	24488956	51793281	113729244	257930465
OurIMPL 3	615	210	334	2056	3466	6665	19667	38215	51007	150330	362722	604773	1134163	2308544	5423869	10703186	25720034	61181854	150822380	298604141
JavaIMPL 3	401	219	215	79043	16526	6715	14140	36499	40996	76670	304064	676880	1297697	2681170	5671196	11891428	25422566	54142449	122457605	308759721
OurIMPL 4	352	151	220	2565	6622	4451	56081	69442	75508	458746	954232	2107626	3902802	13741886	15986384	32869525	65896891	61652327	150702922	369723659
JavaIMPL 4	354	225	167	2681	2633	5329	15293	15960	38300	141806	314039	510140	1103147	2482581	5015738	10948850	14297593	52860652	118958996	300786886
OurIMPL 5	683	201	225	2809	2591	5078	54214	62258	209928	109711	299473	580652	995960	2524075	5143182	11250313	25753660	60765805	154699920	278970312
JavaIMPL 5	370	183	216	2969	2215	8089	12075	32039	48427	80818	307894	682016	1343052	2621607	5359702	11510836	24069573	53600837	122562190	306422422
OurIMPL 6	404	174	201	2484	2571	7717	31417	62289	75336	261502	296738	803047	1266005	2596651	5511759	11504318	25182036	60594528	151613485	365400232
JavaIMPL 6	349	212	203	2269	3030	5312	13023	28019	39332	166513	317010	635735	1452350	2684888	5448054	11261354	24177507	53039277	121218236	304049294
OurIMPL 7	473	256	186	2188	3285	10106	91063	81712	116426	136819	247990	563082	1268493	2790290	5540179	11840116	25736407	60752698	149929798	412683012
JavaIMPL 7	530	182	199	2617	3107	6417	14483	23800	73345	98610	328192	698552	1435581	2667451	5574742	11780588	25145184	53842518	122891720	307302514
OurIMPL 8	549	331	232	2365	5391	19744	27003	64871	59014	153323	291314	576800	1190793	2469536	4305219	10525861	26052816	62050571	150632918	371451161
JavaIMPL 8	389	241	181	2181	4249	5165	14436	31461	36166	71858	330731	724308	1232111	2868762	5590049	10847453	18153949	38542230	100419353	305605426
OurIMPL 9	546	225	206	2382	2606	6503	16402	74313	76340	160019	252415	571368	1129345	2724403	5348578	4839230	25708225	61513978	149482895	381960850
JavaIMPL 9	346	213	189	2370	1401	6343	8747	26392	44192	171713	314031	692482	1476807	2865205	5426299	11509959	24588084	54052602	120192555	303273960


Starting RemoveHead Benchmark Sync
OurIMPL 0	4152	380	421	894	1439	2886	5789	11418	23181	46369	92765	189057	378683	822228	1644487	3322033	6233438	12098295	23934665	47833932
JavaIMPL 0	5586	136	298	283	1060	1921	3520	6611	11900	28392	60091	122627	246436	723760	1332863	2691407	5447649	11580934	25157218	47667807
OurIMPL 1	7751	413	525	1043	1807	3495	7482	14509	30429	61713	125105	250048	363466	756816	1501972	3007605	6021956	11989962	24147181	48175369
JavaIMPL 1	530	165	127	504	672	2173	2874	6570	14496	24988	53091	114073	224129	491099	1104152	2553725	5272003	10774592	29773680	48824052
OurIMPL 2	485	241	358	771	1211	2499	4846	9557	19198	37934	76554	163791	365804	747233	1517457	3020249	5962098	11905619	24067950	47992513
JavaIMPL 2	393	116	181	371	665	1466	3167	6353	14256	21365	56081	105952	233244	483487	1124507	2329490	5216283	10624934	23461607	45573760
OurIMPL 3	386	235	337	730	1211	2416	4774	9514	18906	37803	76831	164240	353708	729215	1478579	2980475	5985462	12065511	23972600	48837198
JavaIMPL 3	384	267	366	467	807	1349	2898	6080	12378	23947	54530	100891	247785	494941	994287	2342970	4558360	10744765	22444218	46832335
OurIMPL 4	614	241	325	738	1201	2433	4819	9646	19103	37565	79713	153586	307847	614335	1345421	2999870	6281232	11961102	23879122	75518823
JavaIMPL 4	297	78	185	365	560	1515	3008	6132	12403	23351	51060	113188	239242	515017	1226894	2632367	5760505	10777109	22605397	49220987
OurIMPL 5	524	330	498	999	1670	3288	6359	13232	25600	55997	76747	172558	363232	730177	1503654	2991109	7011625	11864388	24258442	47808054
JavaIMPL 5	535	104	198	216	820	1280	3353	5738	11378	24580	53161	113264	245435	534803	1103648	2472581	5045680	10588132	23120904	45533496
OurIMPL 6	652	228	348	775	1202	2441	4789	9525	19222	37995	76474	160108	355294	736268	1511114	2991438	6040041	12049374	25093343	47679359
JavaIMPL 6	831	108	400	496	590	1215	2758	5857	13305	21439	57844	109973	247100	480144	1052664	2355379	4863928	10819684	23004604	44007924
OurIMPL 7	374	250	348	775	1201	2473	4791	9480	19229	37877	77027	168500	354566	738267	1485090	2977353	5959240	12042057	23849891	47674303
JavaIMPL 7	386	96	310	499	750	1455	3277	6151	13159	24874	53798	117570	251150	509907	1131579	2404598	5329668	10677406	22007857	47890308
OurIMPL 8	808	235	352	826	1214	2472	4792	9553	19206	37899	76538	166140	358904	730854	1484606	2982999	6046465	12103803	23989329	48370197
JavaIMPL 8	376	63	149	560	778	1224	2665	6677	11047	23498	48554	105608	238486	512215	1153875	2366799	5349292	11079558	22947846	45919822
OurIMPL 9	801	238	363	772	1218	2457	4828	9586	19043	37822	79386	166790	360934	737757	1480307	3004027	5961760	12005529	23825511	76677706
JavaIMPL 9	359	267	326	266	844	1546	3505	4855	12204	25526	50662	115897	226032	502196	1213108	2807626	5693226	11273165	23265885	51601624


Starting RemoveHead Benchmark Concurrent 1
OurIMPL 0	403	372	631	1305	1783	3860	7549	14558	29522	59166	126687	251555	536218	1082292	1481580	3045019	6054465	12008579	24075603	48642922
JavaIMPL 0	392	101	179	525	753	1370	3345	6049	11075	25532	56740	105397	245966	500716	1084395	2852193	5037846	10955049	22703039	50270606
OurIMPL 1	639	367	477	959	1691	3451	6912	14526	28399	60361	120736	259568	434465	740231	1477334	2987666	6052360	11915895	24148257	47949856
JavaIMPL 1	385	232	271	401	541	1666	3310	5936	11926	27380	54100	106667	230102	492927	1063152	2378845	5234264	11009965	23177758	48215531
OurIMPL 2	901	246	335	792	1201	2449	4875	9468	19180	37817	76694	158370	363549	737256	1473295	3018028	6008558	11923498	28753127	48035439
JavaIMPL 2	810	122	209	231	810	1785	2620	5724	11126	25270	50567	106632	232244	514725	1196211	2559981	5427939	10209046	22906652	45992752
OurIMPL 3	423	261	359	802	1234	2456	4945	9582	19224	38048	77626	160441	373069	755939	1520335	2969457	5924966	12011152	23726745	48213810
JavaIMPL 3	757	83	445	452	884	1565	2585	5818	13177	25812	54669	104639	211871	497077	1154121	2544697	5027881	10909101	23518312	43804265
OurIMPL 4	322	250	352	748	1217	2436	4896	9342	18932	37327	77470	158237	355260	714257	1481094	2946691	5891220	11828959	24159959	75796761
JavaIMPL 4	383	67	181	420	578	1668	3068	6021	11841	22667	48150	105053	217896	499751	1222525	2557732	5586974	12837879	26725166	44053731
OurIMPL 5	400	252	369	833	1201	2452	4819	9506	19018	37990	76097	162118	355608	733113	1488195	2971609	6000622	11975946	23926980	48777053
JavaIMPL 5	360	70	292	304	1094	1289	3013	5795	12201	23492	56493	104928	221304	507905	1130269	2357780	5272220	11284396	23214520	48097484
OurIMPL 6	814	240	364	787	1260	2437	4818	9545	19087	38031	76983	161232	367340	728268	1489037	2968871	5963595	11960103	24211928	47939654
JavaIMPL 6	339	82	197	279	852	1292	2190	5046	11586	27094	55929	118191	222879	449766	1095495	2384906	4989755	10475102	22658062	50103349
OurIMPL 7	262	218	357	756	1226	2421	4889	9517	19193	37830	76676	162861	357765	732496	1469678	3021420	5972167	11991619	23920428	50637070
JavaIMPL 7	305	281	225	300	539	1339	3608	6248	11059	26086	48607	105856	245785	525522	1126865	2447762	5299031	11523191	24358742	50228436
OurIMPL 8	778	275	432	937	1540	3139	7518	13629	29664	58913	116520	158879	361417	733696	1506791	2989309	5985140	12072214	24133781	47931165
JavaIMPL 8	347	259	319	553	764	2034	2583	6146	11531	23115	49931	111605	210975	477015	1071817	2251433	4818291	10942292	23494571	45462933
OurIMPL 9	521	301	550	721	1186	2468	4854	9526	19192	37977	76613	160141	362728	731957	1470391	3004460	6072610	11869994	24438308	47681334
JavaIMPL 9	464	129	266	414	564	1657	2212	6215	12190	23277	53977	109056	243489	477528	1088231	2575248	5065199	10952870	22058513	47807247


Starting RemoveHead Benchmark Concurrent 2
OurIMPL 0	64	376	434	800	1458	4746	5280	24672	46282	95567	181753	363566	754828	1469617	10721699	56069311	109159872	246245921	414818948	595407004
JavaIMPL 0	33	705	338	388	837	1578	4980	10902	36877	82171	176392	293812	569616	1149871	2359657	4731795	9653129	18615826	37548162	86076605
OurIMPL 1	55	870	418	1191	2828	5096	11707	21369	49585	102536	202567	1508118	792818	1576798	24823463	62112411	117931539	226799333	317813969	691488965
JavaIMPL 1	46	500	324	429	914	1786	7836	11152	37827	79514	151845	296898	595376	1169967	2396225	4764936	9557100	16305063	35656221	72407824
OurIMPL 2	42	452	766	838	1372	2562	6702	24211	44896	93454	187849	371449	736362	1477666	13906730	56467755	115538546	248273639	444986289	506579593
JavaIMPL 2	62	588	387	282	1005	2010	5483	15479	40445	80086	156468	316821	623729	1118425	2419076	4841318	9150169	19278606	39358396	76565261
OurIMPL 3	65	616	618	726	2167	6861	7950	26229	49722	97668	195395	386401	779360	9883330	30065337	46934306	117885731	226585826	331951144	139513008
JavaIMPL 3	43	628	271	541	710	1381	5733	11658	34993	69791	156988	310378	611638	1186903	2482365	4803754	9784640	18208398	39864309	75577343
OurIMPL 4	53	1005	485	804	1786	2466	8072	13923	38204	82780	158504	326559	652815	1234439	2491246	58849577	110886493	237201260	478874677	971103778
JavaIMPL 4	51	487	153	1394	1076	2185	5694	12453	32811	75077	155682	292713	597236	1184823	2445157	4951046	9958059	19688861	36849978	71460164
OurIMPL 5	42	499	483	2149	1519	3387	8789	25520	49320	92194	171885	370833	765523	1504773	2971296	31715535	119457023	239369695	432691160	493061394
JavaIMPL 5	48	450	408	234	1228	4532	5093	20277	37109	78596	161230	322547	607967	1219825	2262809	4933164	8500070	18250191	35402673	74729622
OurIMPL 6	43	627	435	784	1699	3231	11160	26446	44190	94326	189437	371146	742988	1493143	31261638	61197513	121214432	197446385	430219276	564693229
JavaIMPL 6	58	575	251	474	1090	1808	5529	12620	38640	83502	133985	283544	594415	1125292	2287919	4428428	8369779	18670863	34064129	65516945
OurIMPL 7	43	458	448	791	1513	3501	10939	14888	42597	89580	187057	368154	731960	1477805	26543642	60900300	99767498	238988399	319650377	628258839
JavaIMPL 7	48	670	144	504	750	5229	4144	14334	43524	75803	153545	310544	606597	1180425	2324781	4736578	9587820	16312650	35845431	69610904
OurIMPL 8	53	756	431	774	1619	3527	9015	23926	42972	87117	172179	338654	700618	1899838	27661828	52208395	122609446	228400335	474457842	217112147
JavaIMPL 8	48	461	229	706	656	3466	7268	14478	29682	74054	157781	289492	584425	1112271	2254121	4572689	9205533	18392532	35262781	74399966
OurIMPL 9	55	770	429	785	1573	3194	6931	24293	43577	89115	161381	342539	672057	1304910	29674479	55658284	115121148	249061146	190376449	467055274
JavaIMPL 9	40	477	130	710	710	1277	8672	5933	11312	75922	150415	306058	573692	1158035	2176509	4742933	8698736	17094695	34332992	65940270


Starting RemoveHead Benchmark Concurrent 4
OurIMPL 0	112	59	1465	1754	3180	6843	64097	26406	302497	761679	1698133	3198672	7147570	15001837	29821715	56071881	123898034	250184858	499213598	1044477715
JavaIMPL 0	81	60	979	398	799	1728	8162	25986	37401	83150	234071	431450	778324	1626394	3167253	5613887	11491988	22760736	44554878	66955526
OurIMPL 1	72	87	811	1965	4103	5936	29934	21740	44276	813705	1788783	3061590	7432291	15082647	29453592	60937123	123478165	242475671	495588562	989523068
JavaIMPL 1	119	75	1036	482	2212	1995	3906	24568	31279	77140	175254	366183	752006	1530966	3041077	5745458	12115252	24855005	41331121	74444620
